0	0 0 0 0	0 0 0 0	0 0 0 0	0 0 0 0
100	0.3447 0.02005 0.04773 0.2145	-0.1391 0.2201 0.189 0.2464	0.05068 -0.02883 0.4172 0.2085	-0.02324 -0.2047 -0.3057 -0.7949
200	0.7182 0.01032 0.1133 -0.0274	-0.1507 0.6891 0.287 0.3607	0.01501 0.135 0.4901 0.3841	-0.4575 -0.5592 -0.5309 -1.476
300	0.8727 0.09545 0.1734 -0.3646	-0.277 0.8581 -0.003444 0.6524	0.1102 0.1313 0.7753 0.2241	-0.5901 -0.7287 -0.5421 -1.98
400	0.9713 -0.122 0.02189 -0.6799	-0.2334 1.075 -0.2171 1.098	-0.08424 -0.02293 0.9851 0.114	-0.2533 -0.9138 -0.7516 -2.361
500	1.201 0.2383 -0.04745 -0.6841	-0.2222 1.158 -0.2701 1.028	0.03793 0.09051 1.153 0.136	-0.3783 -0.9577 -0.89 -2.677
600	1.36 0.2278 -0.0155 -0.7813	0.05752 1.444 0.1458 1.249	0.07419 -0.05219 1.466 -0.1587	-0.3958 -1.095 -1.008 -2.91
700	1.413 -0.003283 0.2411 -1.501	0.07292 1.476 0.1298 0.9439	0.2369 -0.00587 1.427 -0.4507	-0.6063 -1.37 -0.5644 -3.362
800	1.278 0.1573 0.1161 -1.598	-0.05001 1.432 -0.04016 1.234	0.2028 0.3145 1.353 -0.3058	-0.7499 -1.428 -0.4522 -3.438
900	1.41 0.2554 0.385 -1.413	-0.4769 1.393 0.2603 1.085	-0.151 0.4194 1.293 -0.3045	-0.8087 -1.317 -0.4216 -3.601
1000	1.354 0.6119 0.00801 -1.268	0.04251 1.356 0.166 0.9912	0.1662 0.3945 1.421 -0.1835	-0.7563 -0.9795 -0.4297 -4.144
1100	1.58 0.6254 0.1009 -0.8132	-0.224 1.629 0.3115 0.9085	0.3248 0.4444 1.459 -0.2335	-0.8567 -0.9973 -0.2509 -4.163
1200	1.684 0.7275 -0.1011 -0.7958	0.08892 1.537 0.2606 0.7869	0.2921 0.4451 1.702 -0.2062	-1.09 -0.8776 -0.1198 -4.276
1300	1.577 0.6528 -0.1998 -0.8613	0.6529 1.374 0.2378 0.8103	0.4397 0.4785 1.547 -0.4082	-0.9268 -1.432 -0.083 -4.352
