27000	0.1878 0.02483 -0.1509 1.291 -0.0002207 0.9846 -1.57 0.5663 -0.2084 0.8097 -1.476	0.9975 0.7346 0.4447 -0.356 -0.7644 -0.2547 -0.8237 -0.5232 0.08482 0.6492 -1.675	1.155 0.7194 -0.6971 1.271 0.2203 0.6266 -0.3926 -0.5057 0.1855 1.634 -0.3159	-0.4071 0.6674 -0.03702 -0.5003 0.5014 -0.1769 0.9897 -0.612 0.006248 2.295 1.131	1.942 0.06438 0.6535 -0.9664 -0.2079 0.181 -0.3839 0.7535 0.4383 0.5371 0.5203	-0.2842 -1.665 0.03808 2.34 -3.636 1.223 1.825 -2.039 -4.046 0.1636 3.561	-0.6059 -0.6336 0.5359 0.7079 -0.004853 0.3044 0.1356 0.9084 0.8761 1.751 -0.26	-1.027 -1.133 -0.9969 1.665 -0.02839 -3.019 0.1795 0.5294 0.6429 0.3255 -2.647	0.9277 -0.7071 -0.3977 -0.7766 -0.6754 1.757 -0.2864 1.13 -1.12 0.9979 0.4167	0.5793 0.2277 0.09337 0.5323 -0.05039 0.2026 0.02618 1.959 -0.08822 -1.123 0.9208	1.466 0.5998 0.0925 -0.5176 -2.22 0.1425 -0.9842 -1.075 0.1834 -0.5598 -0.1086
27100	0.07793 0.09741 -0.1312 1.279 0.0358 1.079 -1.618 0.59 -0.2303 0.7606 -1.317	0.8959 0.7461 0.5306 -0.3924 -0.7954 -0.2116 -0.7507 -0.5246 0.1096 0.612 -1.623	1.081 0.7307 -0.6283 1.259 0.1727 0.5283 -0.4041 -0.604 0.2187 1.681 -0.4175	-0.4207 0.6741 0.04457 -0.5141 0.5324 -0.1698 0.9585 -0.612 0.04141 2.338 1.236	1.959 -0.02215 0.6757 -0.8999 -0.1326 0.2224 -0.3905 0.6934 0.5138 0.5743 0.5771	-0.2385 -1.699 -0.06157 2.285 -3.632 1.3 1.873 -2.019 -4.055 0.2 3.473	-0.6329 -0.7379 0.5621 0.752 0.03202 0.419 0.06132 0.8811 0.9211 1.747 -0.2469	-1.061 -1.151 -0.934 1.689 -0.0786 -2.937 0.1295 0.5691 0.5933 0.3127 -2.738	0.8552 -0.6524 -0.3741 -0.726 -0.6046 1.735 -0.1339 1.217 -1.117 0.9834 0.4426	0.5586 0.3276 -0.05049 0.5612 -0.03877 0.1986 0.08289 2.01 -0.1477 -1.171 0.9834	1.501 0.5255 0.1687 -0.5646 -2.168 0.1465 -0.9473 -1.092 0.1247 -0.6626 -0.1925
27200	0.1205 0.07317 -0.07856 1.254 -0.006047 1.088 -1.632 0.6216 -0.2393 0.7716 -1.285	0.8374 0.7057 0.4988 -0.3228 -0.7501 -0.16 -0.8501 -0.4842 0.0581 0.5873 -1.6	1.005 0.7316 -0.5671 1.222 0.0836 0.5157 -0.3484 -0.6481 0.2556 1.688 -0.4152	-0.3992 0.6467 0.02585 -0.4818 0.5199 -0.1811 0.9628 -0.5871 0.0117 2.358 1.154	1.976 -0.001792 0.6105 -0.9248 -0.11 0.2677 -0.3899 0.679 0.4842 0.6369 0.579	-0.2962 -1.674 -0.09668 2.278 -3.668 1.295 1.866 -2.056 -4.009 0.1465 3.526	-0.6423 -0.759 0.6072 0.768 0.04343 0.4487 0.1082 0.8748 0.9612 1.742 -0.2268	-1.126 -1.068 -0.9132 1.768 -0.06568 -2.925 0.137 0.5718 0.618 0.3161 -2.783	0.8792 -0.5683 -0.3677 -0.7485 -0.6108 1.685 -0.1533 1.282 -1.083 0.9995 0.3472	0.5968 0.3186 -0.02777 0.5715 -0.04221 0.251 0.08659 1.946 -0.1604 -1.172 1.029	1.484 0.582 0.1359 -0.5865 -2.101 0.09062 -0.9096 -1.112 0.1954 -0.6685 -0.2017
27300	0.1102 0.01404 -0.1188 1.189 0.2492 1.21 -1.531 0.6982 -0.2755 0.4959 -1.221	0.8179 0.7617 0.6167 -0.4074 -0.7884 -0.0447 -0.846 -0.8717 0.07953 0.6959 -1.618	0.9667 0.6229 -0.7562 1.149 -0.04626 0.5893 0.06604 -0.7812 0.228 1.758 -0.3555	-0.3542 0.6892 0.0227 -0.4105 0.3532 -0.1172 0.8979 -0.6792 -0.08052 2.55 1.129	1.947 -0.0949 0.7159 -0.9181 -0.2697 0.3224 -0.5038 0.5654 0.6274 0.5986 0.6258	-0.4239 -1.819 -0.1365 1.996 -3.693 1.303 1.931 -2.145 -4.033 0.08311 3.509	-0.6089 -0.789 0.4548 0.7795 0.01825 0.1806 0.1503 1.053 1.045 1.633 -0.1982	-0.9598 -0.7958 -0.9967 1.766 -0.2743 -2.964 0.2074 0.4352 0.7433 0.2041 -2.653	0.9943 -0.3635 -0.35 -0.8221 -0.5509 1.634 -0.3751 1.304 -1.042 1.083 0.1539	0.5852 0.1932 0.0681 0.7181 -0.04408 0.4205 0.1407 2.147 -0.00645 -1.146 0.9433	1.522 0.5863 0.2728 -0.5108 -2.017 0.1375 -0.9617 -1.133 0.2732 -0.6122 -0.3908
27400	0.1077 -0.1762 -0.2742 1.079 0.3409 1.341 -1.468 0.7152 -0.2943 0.4841 -1.193	0.9685 0.6479 0.6559 -0.3474 -0.7818 -0.04506 -0.8539 -0.7746 -0.03086 0.8054 -1.551	1.061 0.7369 -0.6083 1.249 0.02937 0.6459 -0.04426 -0.7336 0.2558 1.921 -0.416	-0.3646 0.5276 0.1103 -0.2053 0.3658 -0.1695 1 -0.7982 -0.1879 2.661 1.103	1.945 -0.1331 0.7351 -0.8911 -0.3831 0.3729 -0.383 0.4061 0.5932 0.6494 0.7163	-0.4407 -1.874 -0.2904 1.85 -3.552 1.286 2.148 -2.224 -4.133 0.05304 3.623	-0.6223 -0.9514 0.5329 0.9128 0.00815 0.1612 0.1889 1.014 1.071 1.507 -0.1871	-0.9458 -0.8185 -0.9101 1.753 -0.141 -3.059 0.09043 0.4571 0.7787 0.2321 -2.779	1.053 -0.3829 -0.4677 -0.8639 -0.4344 1.571 -0.3069 1.425 -1.064 1.163 0.2324	0.6704 0.2397 0.2565 0.6266 0.1714 0.4476 0.1182 2.117 -0.04892 -1.145 0.7175	1.659 0.5309 0.2426 -0.4517 -2.228 0.2714 -0.8266 -1.149 0.3287 -0.6854 -0.2786
27500	0.1037 -0.3176 -0.2426 0.965 0.2014 1.278 -1.405 0.5823 -0.349 0.5332 -1.116	0.9461 0.6788 0.6645 -0.1663 -0.8817 -0.03689 -0.7615 -0.9746 0.1064 0.7363 -1.379	0.9725 0.544 -0.5693 1.189 0.1006 0.6932 -0.1015 -0.6241 0.211 1.836 -0.5095	-0.456 0.5394 0.1473 -0.1801 0.415 -0.181 1.103 -0.8684 -0.03799 2.71 1.085	1.893 -0.1164 0.7417 -1.012 -0.4141 0.3286 -0.3074 0.3888 0.5781 0.6508 0.7379	-0.2687 -1.642 -0.386 1.703 -3.548 1.198 2.211 -2.344 -4.152 0.07526 3.555	-0.6272 -0.8435 0.5157 0.935 -0.001342 0.2152 0.09179 0.8318 1.158 1.534 -0.2172	-0.7568 -0.9672 -1.028 1.784 -0.228 -2.944 0.06954 0.4337 0.7206 0.06038 -2.824	1.205 -0.2574 -0.4811 -0.8699 -0.4102 1.534 -0.2781 1.352 -1.14 1.291 0.2565	0.6903 0.01982 0.3669 0.6006 0.08284 0.4974 0.1251 2.201 0.07647 -1.184 0.7348	1.548 0.6785 0.2471 -0.4897 -2.271 0.1695 -0.805 -1.084 0.495 -0.6906 -0.1944
27600	0.1039 -0.2704 -0.1806 0.9898 0.1454 1.292 -1.485 0.5185 -0.3537 0.5571 -1.111	0.9043 0.7219 0.6045 -0.227 -0.9093 -0.01433 -0.7918 -0.9787 0.0998 0.7054 -1.361	1.04 0.5854 -0.6018 1.199 0.1307 0.7319 -0.1181 -0.7014 0.2951 1.868 -0.4733	-0.4625 0.4782 0.1265 -0.1289 0.3578 -0.1524 1.141 -0.8347 -0.1069 2.606 1.072	1.911 -0.09761 0.6859 -0.9334 -0.4839 0.2673 -0.3208 0.3941 0.6353 0.7144 0.6807	-0.223 -1.624 -0.3528 1.727 -3.56 1.196 2.184 -2.355 -4.124 0.08345 3.58	-0.6597 -0.8526 0.5866 0.9836 0.04502 0.267 0.1277 0.7922 1.171 1.478 -0.2321	-0.8177 -0.9518 -1.051 1.755 -0.2268 -2.998 -0.001344 0.4529 0.7073 0.05998 -2.824	1.256 -0.2311 -0.4795 -0.9505 -0.3953 1.487 -0.3065 1.322 -1.148 1.25 0.3187	0.7147 0.02032 0.3239 0.5385 0.106 0.4981 0.1378 2.211 0.161 -1.232 0.716	1.517 0.674 0.2922 -0.4773 -2.313 0.213 -0.7168 -1.082 0.5263 -0.7138 -0.1309
27700	0.2118 -0.2607 -0.207 0.9987 0.113 1.254 -1.449 0.488 -0.3601 0.643 -1.052	0.8606 0.6712 0.6001 -0.2113 -0.8732 -0.009648 -0.7628 -1.033 0.06609 0.7164 -1.39	1.001 0.6182 -0.6036 1.236 0.2207 0.7203 -0.1049 -0.7433 0.2593 1.847 -0.4072	-0.4886 0.4431 0.1141 -0.0733 0.3377 -0.09878 1.085 -0.7787 -0.1856 2.678 1.07	1.923 -0.07606 0.6593 -0.9341 -0.5221 0.2936 -0.3819 0.4299 0.5959 0.6852 0.7095	-0.2095 -1.565 -0.4144 1.74 -3.571 1.207 2.247 -2.38 -4.036 0.1491 3.595	-0.6593 -0.852 0.5529 0.9956 0.05611 0.32 0.1466 0.8114 1.264 1.461 -0.1907	-0.7615 -0.9142 -1.14 1.841 -0.3085 -2.996 -0.08164 0.4526 0.7584 0.1111 -2.832	1.249 -0.2448 -0.449 -0.9271 -0.3986 1.479 -0.3422 1.324 -1.185 1.247 0.388	0.7284 -0.001521 0.3654 0.5567 0.1675 0.518 0.1401 2.231 0.1459 -1.258 0.6812	1.491 0.7257 0.2636 -0.4766 -2.368 0.2423 -0.7057 -1.066 0.5219 -0.7337 -0.1582
27800	0.1858 -0.2561 -0.1858 0.9931 0.134 1.252 -1.434 0.5058 -0.376 0.6665 -1.057	0.8911 0.6883 0.5744 -0.2606 -0.878 -0.01963 -0.7804 -1.059 0.06995 0.7131 -1.405	0.9841 0.6057 -0.5697 1.237 0.191 0.7319 -0.1029 -0.7739 0.2852 1.843 -0.4191	-0.4717 0.4491 0.105 -0.05487 0.3538 -0.09595 1.08 -0.8233 -0.1569 2.682 1.061	1.926 -0.1067 0.6591 -0.9625 -0.525 0.2854 -0.3989 0.4326 0.5516 0.6652 0.6861	-0.2181 -1.55 -0.4123 1.725 -3.612 1.24 2.225 -2.364 -3.99 0.1383 3.617	-0.6114 -0.8604 0.5288 0.9885 0.06195 0.2871 0.1475 0.817 1.241 1.437 -0.2078	-0.7152 -0.942 -1.097 1.818 -0.3576 -2.957 -0.09378 0.4831 0.7791 0.123 -2.852	1.244 -0.2413 -0.5018 -0.9314 -0.375 1.465 -0.3417 1.296 -1.196 1.221 0.397	0.742 0.0296 0.3397 0.513 0.1509 0.4779 0.1751 2.253 0.1505 -1.27 0.6537	1.513 0.7241 0.2858 -0.517 -2.364 0.2615 -0.6858 -1.022 0.5479 -0.7468 -0.1661
27900	0.1598 -0.2208 -0.1614 1.041 0.09698 1.264 -1.41 0.4796 -0.3736 0.6914 -1.082	0.9506 0.722 0.5519 -0.2826 -0.8705 -0.05231 -0.8186 -1.11 0.05068 0.7296 -1.429	0.9415 0.604 -0.5958 1.199 0.2282 0.7149 -0.1223 -0.7445 0.3002 1.817 -0.3487	-0.4624 0.4467 0.1132 -0.02991 0.3246 -0.05409 1.129 -0.878 -0.1423 2.702 1.045	1.895 -0.1169 0.7472 -0.9279 -0.5134 0.3178 -0.391 0.4422 0.5233 0.6837 0.7253	-0.2439 -1.536 -0.4645 1.727 -3.587 1.288 2.177 -2.357 -3.985 0.2247 3.653	-0.6161 -0.8208 0.5521 1.028 0.1066 0.306 0.2023 0.796 1.244 1.403 -0.2051	-0.7678 -0.9894 -1.143 1.872 -0.3619 -2.913 -0.1018 0.454 0.82 0.1626 -2.847	1.272 -0.2237 -0.522 -0.9532 -0.4305 1.387 -0.3604 1.336 -1.217 1.222 0.3885	0.7361 0.0007753 0.2784 0.5137 0.2237 0.4473 0.1244 2.223 0.1032 -1.258 0.6926	1.558 0.7677 0.2838 -0.5554 -2.427 0.2458 -0.7085 -0.9901 0.5307 -0.7767 -0.1653
28000	0.1721 -0.2308 -0.1185 0.9714 0.1536 1.328 -1.433 0.6444 -0.2843 0.7248 -0.9819	0.8403 0.6592 0.6237 -0.275 -0.8491 -0.04239 -0.7126 -1.084 0.07915 0.6165 -1.449	0.8971 0.5562 -0.5645 1.081 0.1844 0.6954 -0.06548 -0.6326 0.28 1.745 -0.4335	-0.5504 0.2609 0.09484 -0.1388 0.327 -0.1482 1.112 -0.8638 -0.02917 2.621 0.9325	1.734 -0.1091 0.7733 -0.963 -0.3602 0.3848 -0.3881 0.4617 0.5909 0.628 0.7879	-0.192 -1.649 -0.573 1.763 -3.711 1.451 2.085 -2.266 -3.796 0.2752 3.659	-0.6123 -0.7414 0.4491 1.05 -0.08506 0.396 0.06242 0.8885 1.275 1.411 -0.2205	-0.6729 -1.096 -1.152 1.776 -0.3203 -2.914 -0.0537 0.4302 0.7034 0.1908 -2.774	1.343 -0.2296 -0.5659 -0.9455 -0.3466 1.427 -0.4157 1.275 -1.204 1.184 0.3329	0.7739 -0.003572 0.3268 0.518 0.133 0.4625 0.1477 2.134 0.06552 -1.313 0.6121	1.524 0.7289 0.3699 -0.5763 -2.442 0.2965 -0.6596 -1.049 0.4222 -0.7703 -0.2099
28100	0.1384 -0.2637 -0.1109 0.8079 0.1073 1.37 -1.597 0.49 -0.3977 0.8185 -0.9536	0.9619 0.6377 0.691 -0.1394 -0.809 -0.009426 -0.5781 -1.087 0.1568 0.4888 -1.425	1.024 0.6801 -0.4317 0.9441 0.1936 0.585 -0.1397 -0.5248 0.2856 1.65 -0.4167	-0.45 0.3448 0.02958 -0.1289 0.3528 -0.2169 1.021 -0.9099 0.009008 2.632 1.014	1.671 -0.09705 0.6444 -0.9277 -0.3772 0.4235 -0.3777 0.4187 0.6742 0.7842 0.6426	-0.2142 -1.616 -0.5839 1.661 -3.581 1.396 2.162 -2.23 -3.982 0.2794 3.655	-0.545 -0.7028 0.5418 1.17 0.006466 0.3965 0.03947 0.984 1.36 1.297 -0.2236	-0.4701 -1.112 -1.276 1.76 -0.3744 -2.964 -0.07196 0.4691 0.7658 0.1332 -2.711	1.402 -0.1942 -0.4447 -0.824 -0.3198 1.462 -0.461 1.256 -1.164 1.279 0.3552	0.7988 -0.01385 0.4659 0.4719 0.1725 0.4684 0.1781 2.111 -0.02005 -1.259 0.5419	1.526 0.7454 0.4339 -0.7694 -2.423 0.3951 -0.6562 -1.129 0.2424 -0.8367 -0.2617
28200	0.1117 -0.2517 -0.3456 0.8697 0.1784 1.379 -1.495 0.4964 -0.436 0.7649 -0.9589	0.9967 0.6657 0.6324 -0.1055 -0.8842 -0.1106 -0.438 -1.02 0.1208 0.6492 -1.37	0.8002 0.5418 -0.5494 0.8179 0.2022 0.4264 -0.09868 -0.393 0.3794 1.548 -0.3785	-0.44 0.4985 0.05458 -0.2777 0.2991 -0.1005 1.027 -0.903 0.2484 2.659 1.028	1.918 -0.04862 0.5866 -1.07 -0.3112 0.4016 -0.2153 0.6499 0.7814 0.7064 0.5357	-0.1542 -1.706 -0.5952 1.478 -3.627 1.345 2.165 -2.439 -4.196 0.1046 3.596	-0.385 -0.631 0.7145 1.071 -0.212 0.3352 0.05251 1.064 1.459 1.439 -0.2412	-0.6033 -1.121 -1.383 1.617 -0.2675 -2.927 0.05282 0.4145 0.7094 0.2465 -2.797	1.449 -0.3768 -0.4566 -0.8979 -0.4135 1.361 -0.4853 1.316 -1.17 1.139 0.5219	0.7323 -0.07022 0.6199 0.5774 0.0936 0.4282 0.2541 1.989 -0.1254 -1.269 0.6043	1.405 0.8848 0.5385 -0.8347 -2.723 0.4553 -0.6815 -1.438 0.3141 -0.7235 -0.2095
28300	0.07235 -0.377 -0.3235 0.8515 0.1875 1.154 -1.532 0.6263 -0.2052 0.6873 -1.09	1.027 0.7777 0.6541 -0.0971 -0.8691 -0.03626 -0.4749 -1.158 0.0445 0.664 -1.466	0.8222 0.4687 -0.5646 0.6503 0.1957 0.443 -0.1552 -0.4847 0.4006 1.667 -0.4134	-0.4833 0.5839 -0.1249 -0.4384 0.3414 0.03662 1.003 -1.031 0.2722 2.751 1.036	1.875 -0.04594 0.7118 -1.269 -0.4122 0.2752 -0.2188 0.5798 0.8488 0.8629 0.5584	-0.1689 -1.604 -0.5702 1.409 -3.648 1.121 2.222 -2.429 -4.294 0.163 3.455	-0.3386 -0.6928 0.7295 1.166 -0.1678 0.2649 0.137 0.9819 1.253 1.371 -0.178	-0.6085 -1.133 -1.296 1.673 -0.208 -2.826 0.2738 0.4342 0.6354 0.2909 -2.766	1.476 -0.4139 -0.4537 -0.9734 -0.2055 1.377 -0.5541 1.318 -1.195 1.068 0.4817	0.7643 -0.0008461 0.6374 0.5747 0.2136 0.4481 0.2218 1.924 -0.1779 -1.246 0.6427	1.246 0.8593 0.5849 -0.8152 -2.748 0.4516 -0.604 -1.36 0.3682 -0.6427 -0.3349
28400	0.135 -0.3578 -0.3054 0.8204 0.1761 1.113 -1.519 0.5641 -0.2769 0.7148 -1.132	1.048 0.7036 0.7334 -0.08696 -0.8507 -0.0761 -0.4937 -1.191 0.06367 0.6426 -1.438	0.8876 0.415 -0.4758 0.6858 0.2009 0.432 -0.204 -0.5054 0.4377 1.688 -0.4445	-0.4781 0.707 -0.07174 -0.451 0.3837 0.03979 1.024 -1 0.1626 2.727 1.062	1.862 -0.001014 0.7479 -1.255 -0.4891 0.2611 -0.2073 0.5727 0.8539 0.8817 0.5496	-0.167 -1.664 -0.4679 1.452 -3.702 1.2 2.192 -2.446 -4.197 0.2072 3.421	-0.4029 -0.68 0.7768 1.156 -0.2005 0.2183 0.1014 1.009 1.304 1.325 -0.2168	-0.6158 -1.133 -1.277 1.692 -0.209 -2.843 0.173 0.4446 0.5545 0.2797 -2.72	1.517 -0.3909 -0.492 -0.952 -0.2985 1.374 -0.5403 1.345 -1.207 1.018 0.4138	0.767 -0.03233 0.6554 0.5761 0.2154 0.3292 0.2672 1.945 -0.2299 -1.23 0.6765	1.262 0.8625 0.6159 -0.8545 -2.777 0.4256 -0.6318 -1.369 0.3042 -0.7181 -0.35
28500	0.1147 -0.4649 -0.3483 0.8816 0.04006 1.103 -1.443 0.6847 -0.1938 0.8256 -1.24	1.141 0.7189 0.795 -0.1907 -0.8594 -0.1259 -0.5149 -1.24 0.05972 0.7062 -1.442	0.8739 0.4782 -0.5112 0.727 0.1738 0.3905 -0.2442 -0.5099 0.4157 1.812 -0.3999	-0.5544 0.5994 -0.08907 -0.4185 0.4064 0.1073 1.081 -0.9629 0.1269 2.719 1.019	1.855 0.05876 0.6678 -1.233 -0.5028 0.2525 -0.3347 0.6883 0.8099 0.8617 0.4585	-0.1273 -1.56 -0.5109 1.499 -3.555 1.267 2.117 -2.437 -4.178 0.1421 3.398	-0.4378 -0.6835 0.8051 1.051 -0.1762 0.1176 0.07699 0.8783 1.322 1.372 -0.2961	-0.6154 -1.182 -1.296 1.728 -0.2827 -2.851 -0.04906 0.5013 0.5171 0.2066 -2.729	1.474 -0.425 -0.4775 -0.8804 -0.3231 1.342 -0.5735 1.399 -1.373 1.016 0.5867	0.8315 -0.07094 0.5955 0.5467 0.2326 0.3321 0.2267 1.981 -0.2614 -1.132 0.6407	1.241 0.8269 0.5979 -0.875 -2.815 0.4403 -0.5333 -1.468 0.2745 -0.6707 -0.291
28600	0.2016 -0.4377 -0.2916 0.9989 -0.005237 1.032 -1.532 0.7074 -0.1133 0.9023 -1.157	1.176 0.5537 0.8532 -0.3045 -0.778 -0.2094 -0.4312 -1.264 0.04265 0.711 -1.344	0.7804 0.4596 -0.6073 0.6521 0.3304 0.3513 -0.1932 -0.4737 0.4396 1.782 -0.3363	-0.5284 0.5976 -0.003199 -0.4388 0.4237 0.1856 1.089 -0.9811 0.03926 2.775 1.008	1.763 0.1262 0.615 -1.196 -0.5075 0.2435 -0.3299 0.7002 0.9007 0.854 0.5258	-0.06885 -1.588 -0.6092 1.529 -3.403 1.302 2.214 -2.405 -4.333 0.143 3.448	-0.5099 -0.5464 0.7954 1.073 -0.1692 0.08609 0.02944 0.8952 1.319 1.395 -0.1927	-0.6608 -1.22 -1.384 1.807 -0.3325 -2.902 -0.08893 0.4323 0.5668 0.1606 -2.69	1.424 -0.4265 -0.4763 -0.8479 -0.2405 1.36 -0.4476 1.401 -1.332 1.133 0.6479	0.8545 -0.1277 0.5185 0.5665 0.2974 0.2647 0.2088 2.207 -0.1453 -1.104 0.5377	1.235 0.8487 0.6623 -0.877 -2.852 0.5209 -0.5432 -1.486 0.2964 -0.6008 -0.3209
28700	0.347 -0.4969 -0.3978 1.034 0.08473 1.01 -1.406 0.7855 -0.04307 0.8194 -1.142	1.256 0.6136 0.7426 -0.2853 -0.8016 -0.2513 -0.4257 -1.281 0.03391 0.7552 -1.256	0.7906 0.4228 -0.6355 0.602 0.538 0.3675 -0.1983 -0.463 0.5387 1.781 -0.3214	-0.5039 0.5487 0.01885 -0.5169 0.4583 0.05881 1.093 -0.9992 0.1125 2.831 0.9818	1.937 -0.0314 0.5816 -1.152 -0.4028 0.1776 -0.4418 0.6211 0.9199 0.8263 0.5004	-0.0637 -1.603 -0.5635 1.44 -3.399 1.264 2.157 -2.417 -4.23 0.1227 3.464	-0.5053 -0.6758 0.7303 1.021 -0.1868 0.1058 0.09838 0.9627 1.332 1.378 -0.2051	-0.668 -1.17 -1.343 1.714 -0.3486 -2.777 -0.1418 0.3474 0.5895 0.1524 -2.69	1.522 -0.5373 -0.5962 -0.9766 -0.2877 1.462 -0.4357 1.39 -1.355 1.14 0.6974	0.8536 -0.1476 0.4524 0.6338 0.2233 0.2765 0.07578 2.346 -0.2143 -1.141 0.6277	1.367 0.9986 0.634 -0.7711 -2.877 0.5973 -0.5295 -1.569 0.3854 -0.6534 -0.3837
28800	0.2647 -0.3138 -0.3835 1.036 -0.11 1.04 -1.403 0.6187 -0.1045 0.8345 -1.142	1.266 0.4954 0.6851 -0.1593 -0.7487 -0.1052 -0.3483 -1.414 -0.1515 0.7048 -1.371	0.6559 0.3256 -0.4405 0.676 0.5763 0.2995 -0.2054 -0.4474 0.2748 1.949 -0.4157	-0.2803 0.5684 0.03782 -0.6159 0.5701 0.1223 1.246 -1.206 -0.09473 2.965 1.083	1.824 -0.2563 0.5437 -1.231 -0.3733 0.2415 -0.4684 0.4837 0.7571 0.6488 0.3711	-0.04717 -1.787 -0.4422 1.45 -3.323 1.229 2.105 -2.374 -4.434 0.01268 3.528	-0.4169 -0.6792 0.7067 1.07 -0.1449 -0.02966 0.1358 0.9124 1.439 1.276 -0.2429	-0.8051 -1.352 -1.258 1.65 -0.2975 -2.731 -0.246 0.2921 0.4563 0.0826 -2.588	1.554 -0.6425 -0.6139 -0.8155 -0.4387 1.565 -0.363 1.454 -1.323 1.057 0.588	0.8744 -0.2425 0.4418 0.5012 0.255 0.2526 0.1073 2.3 -0.3563 -1.234 0.7016	1.321 1.015 0.6075 -0.6414 -2.725 0.6731 -0.6066 -1.551 0.3614 -0.5776 -0.271
28900	0.3551 -0.4528 -0.4396 1.047 -0.02431 1.053 -1.485 0.6116 -0.1697 0.7952 -1.123	1.294 0.6538 0.6479 -0.3204 -0.8015 -0.1957 -0.4198 -1.516 -0.04997 0.6909 -1.435	0.7203 0.3042 -0.4602 0.8041 0.5574 0.3005 -0.2698 -0.381 0.3052 2.115 -0.3555	-0.3435 0.5327 0.0257 -0.5675 0.5529 0.08714 1.213 -1.173 -0.05157 2.898 1.068	1.822 -0.2861 0.6684 -1.316 -0.4209 0.3206 -0.4654 0.4017 0.8092 0.4896 0.3246	0.1241 -1.944 -0.6131 1.513 -3.453 1.252 2.323 -2.396 -4.433 0.08565 3.756	-0.2905 -0.5648 0.5705 1.069 -0.1906 0.04806 0.1147 0.9253 1.243 1.238 -0.2304	-0.8253 -1.341 -1.245 1.777 -0.3074 -2.661 -0.3329 0.3869 0.4077 -0.03946 -2.634	1.433 -0.6629 -0.4853 -0.7694 -0.4985 1.577 -0.288 1.496 -1.326 1.119 0.6756	0.8193 -0.1911 0.4624 0.6328 0.3374 0.2484 -0.004237 2.352 -0.3284 -1.165 0.7343	1.341 1.006 0.6157 -0.6191 -2.689 0.5363 -0.5174 -1.544 0.2786 -0.5577 -0.4073
29000	0.3213 -0.4411 -0.3858 1.09 -0.09605 1.054 -1.509 0.6469 -0.106 0.8069 -1.142	1.326 0.6687 0.6961 -0.3351 -0.8428 -0.1715 -0.3842 -1.511 -0.1052 0.634 -1.531	0.7481 0.2793 -0.5348 0.9238 0.53 0.3658 -0.3059 -0.3874 0.3152 2.1 -0.3582	-0.2687 0.5695 0.00137 -0.6136 0.4729 0.1093 1.171 -1.157 -0.1053 2.919 1.136	1.861 -0.2829 0.7202 -1.399 -0.3061 0.3268 -0.4677 0.497 0.7753 0.5565 0.3289	0.1765 -1.985 -0.5499 1.585 -3.513 1.315 2.314 -2.359 -4.439 0.1984 3.717	-0.2579 -0.492 0.6011 1.128 -0.1458 0.06419 0.1029 0.9212 1.265 1.205 -0.2201	-0.8723 -1.286 -1.277 1.84 -0.1184 -2.665 -0.329 0.3918 0.4611 -0.1362 -2.684	1.479 -0.6826 -0.53 -0.7799 -0.5434 1.51 -0.3096 1.44 -1.347 1.166 0.7234	0.7736 -0.2686 0.4275 0.5706 0.4062 0.2307 -0.01774 2.422 -0.392 -1.093 0.7593	1.286 0.9406 0.6359 -0.5444 -2.554 0.5689 -0.5054 -1.545 0.3032 -0.5218 -0.4123
29100	0.276 -0.3104 -0.3288 1.194 0.04196 1.171 -1.658 0.7942 -0.1981 0.8325 -1.282	1.153 0.7086 0.7121 -0.445 -0.8556 -0.3444 -0.4193 -1.374 -0.03517 0.8115 -1.686	0.8526 0.3894 -0.5407 0.9098 0.5417 0.3881 -0.3301 -0.6484 0.2944 2.188 -0.5104	-0.4381 0.6261 -0.002531 -0.4663 0.5419 0.07418 1.306 -1.054 -0.08885 2.799 1.133	1.907 -0.2823 0.8938 -1.295 -0.2468 0.532 -0.2466 0.4321 0.6423 0.9177 0.2744	0.3871 -1.895 -0.7327 1.505 -3.521 1.169 2.503 -2.437 -4.28 0.3695 3.996	-0.08121 -0.5261 0.596 0.9563 -0.2234 -0.02173 0.246 0.9411 1.276 1.348 -0.07409	-0.9578 -1.368 -1.166 1.693 -0.07629 -2.627 -0.7927 0.5489 0.4361 -0.0902 -2.475	1.484 -0.495 -0.1386 -0.6247 -0.457 1.354 -0.5313 1.404 -1.163 1.347 0.7676	0.7627 -0.1013 0.5258 0.5326 0.3698 0.1734 -0.03209 2.446 -0.6712 -0.9931 0.4075	1.063 0.9737 0.5276 -0.5586 -2.631 0.6101 -0.6448 -1.45 0.271 -0.5839 -0.2836
