0	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0	0 0 0 0 0
100	0.1148 0.3746 0.1142 -0.2564 -0.1136	0.1845 0.06319 0.04946 -0.4003 -0.09334	-0.3018 0.1448 0.1122 0.3261 -0.21	-0.2306 -0.3688 0.206 0.1714 0.0876	0.03807 0.1311 0.0343 0.6315 -0.6425
200	-0.002244 0.7567 -0.2081 -0.409 -0.09296	0.5753 0.04244 -0.3124 -0.3186 -0.2544	-0.6531 0.01191 -0.1086 0.6465 -0.3384	-0.5742 -0.6463 0.2264 0.06699 0.3261	0.3906 0.359 0.6667 0.6295 -1.107
300	0.1228 1.242 -0.4144 -0.9014 0.06607	0.597 -0.07251 -0.6848 -0.4704 -0.2294	-0.8184 -0.1668 -0.02688 0.7996 -0.1981	-0.9163 -0.7254 0.7453 0.1642 0.3766	0.381 0.56 0.8519 0.6858 -1.354
400	0.298 1.265 -0.6894 -0.9545 0.1529	1.046 0.1134 -0.6608 -0.6227 -0.2869	-0.7055 -0.5347 0.1735 1.216 -0.2128	-0.7655 -0.7776 0.7514 0.2558 0.5529	0.5206 0.6343 0.5514 0.8681 -1.456
500	0.2511 1.626 -0.7036 -1.354 0.2056	1.508 0.167 -0.5779 -0.7164 -0.257	-1.028 -1.032 0.3847 1.099 -0.1473	-0.6862 -1.181 0.9548 0.3577 0.7509	0.5473 0.6116 0.8304 0.831 -1.54
600	0.3372 1.805 -0.6234 -1.516 0.3421	1.42 0.2568 -0.663 -0.9399 -0.1333	-1.151 -1.235 0.2919 1.707 -0.09712	-0.849 -1.537 1.163 0.3375 0.973	0.7919 0.8068 1.038 0.9829 -1.847
700	0.3733 2.022 -0.6587 -1.79 0.609	1.586 0.4857 -0.9966 -1.072 -0.332	-1.38 -1.082 0.3447 1.862 0.2776	-1.235 -1.954 1.582 0.4707 0.9101	0.8316 1.09 1.278 1.037 -2.217
800	0.4282 2.254 -0.6428 -1.854 0.9129	1.732 0.4545 -0.991 -1.01 -0.2544	-1.532 -1.17 0.4116 2.432 -0.06137	-1.334 -2.024 1.642 0.4297 1.183	0.8255 1.255 1.336 1.35 -2.442
900	0.4237 2.403 -0.79 -1.781 1.062	1.774 0.3688 -1.254 -1.689 -0.1777	-1.663 -1.245 0.3512 2.46 -0.2829	-1.337 -1.822 1.945 0.4796 1.088	1.252 1.338 1.591 1.445 -2.575
1000	0.3897 2.586 -1.169 -2.02 1.268	1.508 0.4475 -1.43 -1.395 -0.2578	-1.728 -1.036 0.3837 2.685 -0.5203	-1.271 -1.839 2.102 0.4297 0.8024	1.585 1.757 1.696 1.562 -2.675
1100	0.5726 2.711 -1.155 -1.879 1.27	1.554 0.5758 -1.823 -1.209 -0.1439	-2.055 -1.133 0.5711 3.129 -0.5817	-1.475 -1.833 2.167 0.6485 1.044	1.526 1.925 1.537 1.69 -2.565
1200	0.4847 2.664 -1.321 -1.807 1.094	1.668 0.597 -1.739 -1.389 0.2349	-2.159 -1.055 0.4697 3.448 -0.6198	-1.574 -2.037 2.938 0.6522 1.058	2.15 1.96 1.389 1.873 -3.208
