mcmc_step,log_likelihood,accepts,accepts_lower,rejects,accepts0,accepts0_lower,rejects0,time
0,-3312.877,1,0,0,0,0,0,5.691093e-07 days
1,-3312.877,0.5,0,0.5,0,0,0,1.225838e-06 days
2,-3312.877,0.3333333,0,0.6666667,0,0,0,1.857789e-06 days
3,-3308.69,0.5,0,0.5,0,0,0,2.476427e-06 days
4,-3302.467,0.6,0,0.4,0,0,0,3.105915e-06 days
5,-3284.776,0.6666667,0,0.3333333,0,0,0,3.754243e-06 days
6,-3284.776,0.5714286,0,0.4285714,0,0,0,4.369542e-06 days
7,-3285.756,0.625,0.125,0.375,0,0,0,4.983222e-06 days
8,-3277.348,0.6666667,0.1111111,0.3333333,0,0,0,5.607278e-06 days
9,-3277.348,0.6,0.1,0.4,0,0,0,6.2275e-06 days
10,-3255.769,0.6363636,0.09090909,0.3636364,0,0,0,6.862179e-06 days
11,-3255.769,0.5833333,0.08333333,0.4166667,0,0,0,7.516963e-06 days
12,-3234.798,0.6153846,0.07692308,0.3846154,0,0,0,8.25219e-06 days
13,-3227.352,0.6428571,0.07142857,0.3571429,0,0,0,8.917656e-06 days
14,-3227.352,0.6,0.06666667,0.4,0,0,0,9.547128e-06 days
15,-3226.769,0.625,0.0625,0.375,0,0,0,1.019426e-05 days
16,-3225.368,0.6470588,0.05882353,0.3529412,0,0,0,1.082959e-05 days
17,-3220.967,0.6666667,0.05555556,0.3333333,0,0,0,1.144944e-05 days
18,-3208.409,0.6842105,0.05263158,0.3157895,0,0,0,1.206996e-05 days
19,-3208.409,0.65,0.05,0.35,0,0,0,1.269159e-05 days
20,-3201.116,0.6666667,0.04761905,0.3333333,0,0,0,1.332622e-05 days
21,-3201.116,0.6363636,0.04545455,0.3636364,0,0,0,1.395851e-05 days
22,-3201.116,0.6086957,0.04347826,0.3913043,0,0,0,1.456949e-05 days
23,-3195.404,0.625,0.04166667,0.375,0,0,0,1.520066e-05 days
24,-3195.404,0.6,0.04,0.4,0,0,0,1.582106e-05 days
25,-3195.404,0.5769231,0.03846154,0.4230769,0,0,0,1.644526e-05 days
26,-3193.158,0.5925926,0.03703704,0.4074074,0,0,0,1.70739e-05 days
27,-3191.056,0.6071429,0.03571429,0.3928571,0,0,0,1.769807e-05 days
28,-3191.056,0.5862069,0.03448276,0.4137931,0,0,0,1.831841e-05 days
29,-3191.056,0.5666667,0.03333333,0.4333333,0,0,0,1.894875e-05 days
30,-3191.056,0.5483871,0.03225806,0.4516129,0,0,0,1.958006e-05 days
31,-3186.853,0.5625,0.03125,0.4375,0,0,0,2.021728e-05 days
32,-3186.853,0.5454545,0.03030303,0.4545455,0,0,0,2.084499e-05 days
33,-3186.853,0.5294118,0.02941176,0.4705882,0,0,0,2.14571e-05 days
34,-3186.853,0.5142857,0.02857143,0.4857143,0,0,0,2.20768e-05 days
35,-3186.853,0.5,0.02777778,0.5,0,0,0,2.2701e-05 days
36,-3186.853,0.4864865,0.02702703,0.5135135,0,0,0,2.330873e-05 days
37,-3183.484,0.5,0.02631579,0.5,0,0,0,2.395401e-05 days
38,-3183.484,0.4871795,0.02564103,0.5128205,0,0,0,2.459898e-05 days
39,-3183.484,0.475,0.025,0.525,0,0,0,2.52158e-05 days
40,-3181.465,0.4878049,0.02439024,0.5121951,0,0,0,2.583849e-05 days
41,-3179.209,0.5,0.02380952,0.5,0,0,0,2.648079e-05 days
42,-3178.699,0.5116279,0.02325581,0.4883721,0,0,0,2.709783e-05 days
43,-3180.458,0.5227273,0.04545455,0.4772727,0,0,0,2.771905e-05 days
44,-3173.481,0.5333333,0.04444444,0.4666667,0,0,0,2.833049e-05 days
45,-3162.211,0.5434783,0.04347826,0.4565217,0,0,0,2.895621e-05 days
46,-3162.211,0.5319149,0.04255319,0.4680851,0,0,0,2.959466e-05 days
47,-3159.596,0.5416667,0.04166667,0.4583333,0,0,0,3.021366e-05 days
48,-3159.596,0.5306122,0.04081633,0.4693878,0,0,0,3.08483e-05 days
49,-3152.693,0.54,0.04,0.46,0,0,0,3.147893e-05 days
50,-3152.693,0.5294118,0.03921569,0.4705882,0,0,0,3.209418e-05 days
51,-3152.693,0.5192308,0.03846154,0.4807692,0,0,0,3.27143e-05 days
52,-3152.693,0.509434,0.03773585,0.490566,0,0,0,3.333094e-05 days
53,-3152.693,0.5,0.03703704,0.5,0,0,0,3.396226e-05 days
54,-3152.822,0.5090909,0.05454545,0.4909091,0,0,0,3.457946e-05 days
55,-3143.567,0.5178571,0.05357143,0.4821429,0,0,0,3.520715e-05 days
56,-3140.668,0.5263158,0.05263158,0.4736842,0,0,0,3.584181e-05 days
57,-3135.976,0.5344828,0.05172414,0.4655172,0,0,0,3.648084e-05 days
58,-3133.827,0.5423729,0.05084746,0.4576271,0,0,0,3.712086e-05 days
59,-3133.827,0.5333333,0.05,0.4666667,0,0,0,3.774249e-05 days
60,-3124.584,0.5409836,0.04918033,0.4590164,0,0,0,3.838001e-05 days
61,-3125.37,0.5483871,0.06451613,0.4516129,0,0,0,3.90049e-05 days
62,-3105.81,0.5555556,0.06349206,0.4444444,0,0,0,3.96101e-05 days
63,-3105.81,0.546875,0.0625,0.453125,0,0,0,4.023812e-05 days
64,-3105.81,0.5384615,0.06153846,0.4615385,0,0,0,4.086036e-05 days
65,-3105.81,0.530303,0.06060606,0.469697,0,0,0,4.145586e-05 days
66,-3102.827,0.5373134,0.05970149,0.4626866,0,0,0,4.207101e-05 days
67,-3103.876,0.5441176,0.07352941,0.4558824,0,0,0,4.270123e-05 days
68,-3101.544,0.5507246,0.07246377,0.4492754,0,0,0,4.33219e-05 days
69,-3101.544,0.5428571,0.07142857,0.4571429,0,0,0,4.393201e-05 days
70,-3101.031,0.5492958,0.07042254,0.4507042,0,0,0,4.454853e-05 days
71,-3096.78,0.5555556,0.06944444,0.4444444,0,0,0,4.520432e-05 days
72,-3089.569,0.5616438,0.06849315,0.4383562,0,0,0,4.582234e-05 days
73,-3091.319,0.5675676,0.08108108,0.4324324,0,0,0,4.645578e-05 days
74,-3087.969,0.5733333,0.08,0.4266667,0,0,0,4.709241e-05 days
75,-3089.607,0.5789474,0.09210526,0.4210526,0,0,0,4.776439e-05 days
76,-3089.607,0.5714286,0.09090909,0.4285714,0,0,0,4.837589e-05 days
77,-3082.126,0.5769231,0.08974359,0.4230769,0,0,0,4.90313e-05 days
78,-3081.134,0.5822785,0.08860759,0.4177215,0,0,0,4.970053e-05 days
79,-3081.134,0.575,0.0875,0.425,0,0,0,5.036541e-05 days
80,-3081.134,0.5679012,0.08641975,0.4320988,0,0,0,5.106608e-05 days
81,-3081.134,0.5609756,0.08536585,0.4390244,0,0,0,5.174545e-05 days
82,-3074.424,0.5662651,0.08433735,0.4337349,0,0,0,5.241254e-05 days
83,-3074.424,0.5595238,0.08333333,0.4404762,0,0,0,5.307727e-05 days
84,-3074.424,0.5529412,0.08235294,0.4470588,0,0,0,5.37433e-05 days
85,-3059.701,0.5581395,0.08139535,0.4418605,0,0,0,5.438322e-05 days
86,-3044.555,0.5632184,0.08045977,0.4367816,0,0,0,5.502622e-05 days
87,-3044.555,0.5568182,0.07954545,0.4431818,0,0,0,5.569662e-05 days
88,-3034.374,0.5617978,0.07865169,0.4382022,0,0,0,5.635421e-05 days
89,-3029.853,0.5666667,0.07777778,0.4333333,0,0,0,5.702333e-05 days
90,-3018.355,0.5714286,0.07692308,0.4285714,0,0,0,5.767691e-05 days
91,-3018.355,0.5652174,0.07608696,0.4347826,0,0,0,5.834307e-05 days
92,-3018.355,0.5591398,0.07526882,0.4408602,0,0,0,5.899394e-05 days
93,-3011.2,0.5638298,0.07446809,0.4361702,0,0,0,5.963978e-05 days
94,-3004.103,0.5684211,0.07368421,0.4315789,0,0,0,6.03018e-05 days
95,-2998.226,0.5729167,0.07291667,0.4270833,0,0,0,6.098061e-05 days
96,-2994.903,0.5773196,0.07216495,0.4226804,0,0,0,6.164951e-05 days
97,-2984.783,0.5816327,0.07142857,0.4183673,0,0,0,6.232918e-05 days
98,-2975.548,0.5858586,0.07070707,0.4141414,0,0,0,6.299297e-05 days
99,-2975.513,0.59,0.07,0.41,0,0,0,6.365845e-05 days
100,-2975.513,0.5841584,0.06930693,0.4158416,0,0,0,6.434783e-05 days
101,-2975.513,0.5784314,0.06862745,0.4215686,0,0,0,6.505062e-05 days
102,-2968.611,0.5825243,0.06796117,0.4174757,0,0,0,6.574836e-05 days
103,-2968.611,0.5769231,0.06730769,0.4230769,0,0,0,6.640041e-05 days
104,-2966.603,0.5809524,0.06666667,0.4190476,0,0,0,6.708947e-05 days
105,-2966.603,0.5754717,0.06603774,0.4245283,0,0,0,6.774439e-05 days
106,-2961.898,0.5794393,0.06542056,0.4205607,0,0,0,6.841436e-05 days
107,-2961.889,0.5833333,0.06481481,0.4166667,0,0,0,6.906108e-05 days
108,-2957.064,0.587156,0.06422018,0.412844,0,0,0,6.972879e-05 days
109,-2955.409,0.5909091,0.06363636,0.4090909,0,0,0,7.038945e-05 days
110,-2940.044,0.5945946,0.06306306,0.4054054,0,0,0,7.103293e-05 days
111,-2935.116,0.5982143,0.0625,0.4017857,0,0,0,7.171609e-05 days
112,-2935.1,0.6017699,0.0619469,0.3982301,0,0,0,7.24019e-05 days
113,-2935.1,0.5964912,0.06140351,0.4035088,0,0,0,7.30788e-05 days
114,-2933.295,0.6,0.06086957,0.4,0,0,0,7.375221e-05 days
115,-2928.375,0.6034483,0.06034483,0.3965517,0,0,0,7.442553e-05 days
116,-2925.065,0.6068376,0.05982906,0.3931624,0,0,0,7.512837e-05 days
117,-2925.065,0.6016949,0.05932203,0.3983051,0,0,0,7.579386e-05 days
118,-2923.238,0.605042,0.05882353,0.394958,0,0,0,7.647802e-05 days
119,-2921.839,0.6083333,0.05833333,0.3916667,0,0,0,7.717822e-05 days
120,-2921.347,0.6115702,0.05785124,0.3884298,0,0,0,7.784735e-05 days
121,-2914.924,0.6147541,0.05737705,0.3852459,0,0,0,7.852576e-05 days
122,-2914.924,0.6097561,0.05691057,0.3902439,0,0,0,7.921161e-05 days
123,-2906.599,0.6129032,0.05645161,0.3870968,0,0,0,7.987417e-05 days
124,-2893.278,0.616,0.056,0.384,0,0,0,8.055436e-05 days
125,-2889.638,0.6190476,0.05555556,0.3809524,0,0,0,8.120175e-05 days
126,-2885.945,0.6220472,0.05511811,0.3779528,0,0,0,8.191271e-05 days
127,-2873.977,0.625,0.0546875,0.375,0,0,0,8.258158e-05 days
128,-2873.977,0.620155,0.05426357,0.379845,0,0,0,8.327013e-05 days
129,-2874.776,0.6230769,0.06153846,0.3769231,0,0,0,8.397933e-05 days
130,-2874.617,0.6259542,0.0610687,0.3740458,0,0,0,8.466359e-05 days
131,-2864.281,0.6287879,0.06060606,0.3712121,0,0,0,8.532822e-05 days
132,-2862.72,0.6315789,0.06015038,0.3684211,0,0,0,8.59709e-05 days
133,-2863.887,0.6343284,0.06716418,0.3656716,0,0,0,8.661923e-05 days
134,-2861.58,0.637037,0.06666667,0.362963,0,0,0,8.727367e-05 days
135,-2862.371,0.6397059,0.07352941,0.3602941,0,0,0,8.795395e-05 days
136,-2857.249,0.6423358,0.0729927,0.3576642,0,0,0,8.861189e-05 days
137,-2859.661,0.6449275,0.07971014,0.3550725,0,0,0,8.928087e-05 days
138,-2856.125,0.647482,0.07913669,0.352518,0,0,0,8.992327e-05 days
139,-2856.125,0.6428571,0.07857143,0.3571429,0,0,0,9.056831e-05 days
140,-2848.935,0.6453901,0.07801418,0.3546099,0,0,0,9.121798e-05 days
141,-2837.043,0.6478873,0.07746479,0.3521127,0,0,0,9.187121e-05 days
142,-2837.043,0.6433566,0.07692308,0.3566434,0,0,0,9.251574e-05 days
143,-2837.043,0.6388889,0.07638889,0.3611111,0,0,0,9.316545e-05 days
144,-2832.323,0.6413793,0.07586207,0.3586207,0,0,0,9.381692e-05 days
145,-2828.659,0.6438356,0.07534247,0.3561644,0,0,0,9.44557e-05 days
146,-2821.388,0.6462585,0.07482993,0.3537415,0,0,0,9.511144e-05 days
