mcmc_step,log_likelihood,accepts,accepts_lower,rejects,accepts0,accepts0_lower,rejects0,time
0,-3210.09,1,0,0,0,0,0,5.724343e-07 days
1,-3210.09,0.5,0,0.5,0,0,0,1.290005e-06 days
2,-3210.09,0.3333333,0,0.6666667,0,0,0,2.047118e-06 days
3,-3195.41,0.5,0,0.5,0,0,0,2.815654e-06 days
4,-3195.41,0.4,0,0.6,0,0,0,3.599008e-06 days
5,-3139.457,0.5,0,0.5,0,0,0,4.360665e-06 days
6,-3139.457,0.4285714,0,0.5714286,0,0,0,5.125004e-06 days
7,-3133.066,0.5,0,0.5,0,0,0,5.871593e-06 days
8,-3112.814,0.5555556,0,0.4444444,0,0,0,6.613192e-06 days
9,-3112.814,0.5,0,0.5,0,0,0,7.332695e-06 days
10,-3112.877,0.5454545,0.09090909,0.4545455,0,0,0,8.051611e-06 days
11,-3112.877,0.5,0.08333333,0.5,0,0,0,8.778385e-06 days
12,-3112.877,0.4615385,0.07692308,0.5384615,0,0,0,9.490297e-06 days
13,-3102.201,0.5,0.07142857,0.5,0,0,0,1.020449e-05 days
14,-3102.201,0.4666667,0.06666667,0.5333333,0,0,0,1.093917e-05 days
15,-3103.169,0.5,0.125,0.5,0,0,0,1.169047e-05 days
16,-3103.169,0.4705882,0.1176471,0.5294118,0,0,0,1.241695e-05 days
17,-3102.672,0.5,0.1111111,0.5,0,0,0,1.31435e-05 days
18,-3084.84,0.5263158,0.1052632,0.4736842,0,0,0,1.387767e-05 days
19,-3084.84,0.5,0.1,0.5,0,0,0,1.461984e-05 days
20,-3063.885,0.5238095,0.0952381,0.4761905,0,0,0,1.535762e-05 days
21,-3063.885,0.5,0.09090909,0.5,0,0,0,1.608692e-05 days
22,-3063.885,0.4782609,0.08695652,0.5217391,0,0,0,1.682675e-05 days
23,-3063.885,0.4583333,0.08333333,0.5416667,0,0,0,1.75604e-05 days
24,-3062.449,0.48,0.08,0.52,0,0,0,1.830351e-05 days
25,-3062.449,0.4615385,0.07692308,0.5384615,0,0,0,1.903079e-05 days
26,-3062.449,0.4444444,0.07407407,0.5555556,0,0,0,1.974983e-05 days
27,-3049.932,0.4642857,0.07142857,0.5357143,0,0,0,2.053654e-05 days
28,-3049.932,0.4482759,0.06896552,0.5517241,0,0,0,2.13281e-05 days
29,-3049.932,0.4333333,0.06666667,0.5666667,0,0,0,2.206668e-05 days
30,-3049.932,0.4193548,0.06451613,0.5806452,0,0,0,2.278092e-05 days
31,-3021.014,0.4375,0.0625,0.5625,0,0,0,2.350168e-05 days
32,-3021.014,0.4242424,0.06060606,0.5757576,0,0,0,2.42351e-05 days
33,-3018.186,0.4411765,0.05882353,0.5588235,0,0,0,2.49737e-05 days
34,-3018.186,0.4285714,0.05714286,0.5714286,0,0,0,2.571656e-05 days
35,-3010.985,0.4444444,0.05555556,0.5555556,0,0,0,2.646149e-05 days
36,-3010.985,0.4324324,0.05405405,0.5675676,0,0,0,2.72349e-05 days
37,-3009.008,0.4473684,0.05263158,0.5526316,0,0,0,2.801648e-05 days
38,-3009.008,0.4358974,0.05128205,0.5641026,0,0,0,2.878535e-05 days
39,-3007.813,0.45,0.05,0.55,0,0,0,2.957326e-05 days
40,-2985.18,0.4634146,0.04878049,0.5365854,0,0,0,3.036181e-05 days
41,-2978.541,0.4761905,0.04761905,0.5238095,0,0,0,3.113397e-05 days
42,-2978.541,0.4651163,0.04651163,0.5348837,0,0,0,3.193912e-05 days
43,-2978.541,0.4545455,0.04545455,0.5454545,0,0,0,3.271182e-05 days
44,-2976.206,0.4666667,0.04444444,0.5333333,0,0,0,3.349637e-05 days
45,-2960.06,0.4782609,0.04347826,0.5217391,0,0,0,3.423226e-05 days
46,-2960.06,0.4680851,0.04255319,0.5319149,0,0,0,3.497681e-05 days
47,-2960.06,0.4583333,0.04166667,0.5416667,0,0,0,3.575711e-05 days
48,-2960.06,0.4489796,0.04081633,0.5510204,0,0,0,3.649579e-05 days
49,-2957.471,0.46,0.04,0.54,0,0,0,3.724169e-05 days
50,-2957.471,0.4509804,0.03921569,0.5490196,0,0,0,3.803382e-05 days
51,-2956.531,0.4615385,0.03846154,0.5384615,0,0,0,3.88097e-05 days
52,-2956.531,0.4528302,0.03773585,0.5471698,0,0,0,3.957923e-05 days
53,-2947.408,0.462963,0.03703704,0.537037,0,0,0,4.033088e-05 days
54,-2947.408,0.4545455,0.03636364,0.5454545,0,0,0,4.105634e-05 days
55,-2924.131,0.4642857,0.03571429,0.5357143,0,0,0,4.178662e-05 days
56,-2917.388,0.4736842,0.03508772,0.5263158,0,0,0,4.250497e-05 days
57,-2909.755,0.4827586,0.03448276,0.5172414,0,0,0,4.322771e-05 days
58,-2909.755,0.4745763,0.03389831,0.5254237,0,0,0,4.397006e-05 days
59,-2909.755,0.4666667,0.03333333,0.5333333,0,0,0,4.470396e-05 days
60,-2893.708,0.4754098,0.03278689,0.5245902,0,0,0,4.541947e-05 days
61,-2893.708,0.4677419,0.03225806,0.5322581,0,0,0,4.612672e-05 days
62,-2877.858,0.4761905,0.03174603,0.5238095,0,0,0,4.68402e-05 days
63,-2877.858,0.46875,0.03125,0.53125,0,0,0,4.755796e-05 days
64,-2877.858,0.4615385,0.03076923,0.5384615,0,0,0,4.827564e-05 days
65,-2876.415,0.469697,0.03030303,0.530303,0,0,0,4.899802e-05 days
66,-2876.415,0.4626866,0.02985075,0.5373134,0,0,0,4.972631e-05 days
67,-2878.624,0.4705882,0.04411765,0.5294118,0,0,0,5.044463e-05 days
68,-2877.41,0.4782609,0.04347826,0.5217391,0,0,0,5.116684e-05 days
69,-2877.41,0.4714286,0.04285714,0.5285714,0,0,0,5.18981e-05 days
70,-2877.41,0.4647887,0.04225352,0.5352113,0,0,0,5.263248e-05 days
71,-2877.41,0.4583333,0.04166667,0.5416667,0,0,0,5.334689e-05 days
72,-2859.831,0.4657534,0.04109589,0.5342466,0,0,0,5.411641e-05 days
